file,review_method,review_focus,finding_ids,sha256,status,verification
db/migrations/069_shared_authentication_rate_limits.sql,Full SQL source review; not applied,"Migration 069: shared authentication rate limits; Up/Down, policies and later definitions",,13e5e827b30d2d48a27d10be935ade682a360fbfdbf3e7cb77f6bec70b97d9f0,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/070_deemed_acceptance_evidence.sql,Full SQL source review; not applied,"Migration 070: deemed acceptance evidence; Up/Down, policies and later definitions",,bf45cb8b6de89046f8658cba87d2af8dbc6fae24854f40d7e20c54fc305c6a6a,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/071_audit_financial_integrity.sql,Full SQL source review; not applied,"Migration 071: audit financial integrity; Up/Down, policies and later definitions",,c195aaf7d1f3e833d3b4ea81ecdd6ef06ed60a41c76553bfa15940f0c358ad54,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/072_repair_audit_legacy_state.sql,Full SQL source review; not applied,"Migration 072: repair audit legacy state; Up/Down, policies and later definitions",,776d60b5009a98f40fc3886d99874a82f369841dabed41c977665e58dbf99341,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/073_audit_security_invariants.sql,Full SQL source review; not applied,"Migration 073: audit security invariants; Up/Down, policies and later definitions",,a648e39bc9cd830f91d9e2c31ba10438734029f05ecf8306c768e811c47f944f,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/074_mfa_replay_and_rotation.sql,Full SQL source review; not applied,"Migration 074: mfa replay and rotation; Up/Down, policies and later definitions",,9451794b94a533006e621f44888c417c02330c4101e5dfec81bdfd0f59e15835,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/075_document_upload_lifecycle.sql,Full SQL source review; not applied,"Migration 075: document upload lifecycle; Up/Down, policies and later definitions",,8ee47a595c37a73a9a0afcef6d9696dfdbafe650d29e7b061562e4f9b06a2bb3,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/076_buyer_notice_acknowledgement.sql,Full SQL source review; not applied,"Migration 076: buyer notice acknowledgement; Up/Down, policies and later definitions",,184b78c365f3f200b53301bde00a0a2f6c0be929baac7afa00c226b1b1c77de4,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/077_document_tenant_rls.sql,Full SQL source review; not applied,"Migration 077: document tenant rls; Up/Down, policies and later definitions",,9dabd33b8eb84fb0f4dc8c671bc771a66f8660f30a574d77176ffe44daf2efd2,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/078_runtime_role_idempotency.sql,Full SQL source review; not applied,"Migration 078: runtime role idempotency; Up/Down, policies and later definitions",,ba28de59d425d7342bcb39f40e60177e6d0e637a9935ce1af5b0137d5ae441c9,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/079_notice_acknowledgement_permissions.sql,Full SQL source review; not applied,"Migration 079: notice acknowledgement permissions; Up/Down, policies and later definitions",,91aa84f224f0ef5b0e524bcf5f2f25754f6c768e36f441b3bb08695a7b3bf13d,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/080_collected_payment_reversal_provenance.sql,Full SQL source review; not applied,"Migration 080: collected payment reversal provenance; Up/Down, policies and later definitions",,bb3d7574bfd4396987ba0b9158190c01f620c0f27a7ef3953c7511420681df60,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/081_phase2_tenant_isolation.sql,Full SQL source review; not applied,"Migration 081: phase2 tenant isolation; Up/Down, policies and later definitions",,ca60d70749b92b8704ada686543776d2f7f8144575b51f6b18603cad32e66327,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/082_phase2_collection_tenant_isolation.sql,Full SQL source review; not applied,"Migration 082: phase2 collection tenant isolation; Up/Down, policies and later definitions",,722ad0833605d72b7f7a23a618259dd790b79502c95765b8affa0e0cec474568,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/083_phase2_buyer_evidence_guard.sql,Full SQL source review; not applied,"Migration 083: phase2 buyer evidence guard; Up/Down, policies and later definitions",,923673772785a26a8358caa1115e47e2c2e93d2b304a8162237bec7a3c3cb8d3,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/084_phase2_collection_worker_boundaries.sql,Full SQL source review; not applied,"Migration 084: phase2 collection worker boundaries; Up/Down, policies and later definitions",,fcfc8ff134cce6b757d3d7b0b80d87ddeb22d69dfb7629b5817356b22755cb9d,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/085_phase2_provider_collection_identity.sql,Full SQL source review; not applied,"Migration 085: phase2 provider collection identity; Up/Down, policies and later definitions",,b69592a633ab6dd67396a5b750fc4fa2ccf96d8fdca2eeb2916a11fe09592e77,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/086_phase5_financial_monitoring.sql,Full SQL source review; not applied,"Migration 086: phase5 financial monitoring; Up/Down, policies and later definitions",,252e4e348c194baf2348eee26805fd8fa0be1a8dbcb7138f9e69449639431e73,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/087_owner_super_admin_controls.sql,Full SQL source review; not applied,"Migration 087: owner super admin controls; Up/Down, policies and later definitions",,3cbd985dd14072b2377bcbe809314103bb0ca0192b8bbb19772516b22eb34d41,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/088_settings_history_immutable.sql,Full SQL source review; not applied,"Migration 088: settings history immutable; Up/Down, policies and later definitions",,3792fd05f70f98b25d48505c944e550a16604afc616367a185f68d4ddba89bef,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/089_owner_lifecycle_guard.sql,Full SQL source review; not applied,"Migration 089: owner lifecycle guard; Up/Down, policies and later definitions",,04790a57c28a2e3cf489f61c026b1f6139e945e5a23b304734584c1a26e4a0cb,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/090_governance_fail_closed.sql,Full SQL source review; not applied,"Migration 090: governance fail closed; Up/Down, policies and later definitions",,e702049a6f382d97457ce709077b535b1992501eb38be07d736ad5c9214e73d7,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/091_retire_unread_platform_settings.sql,Full SQL source review; not applied,"Migration 091: retire unread platform settings; Up/Down, policies and later definitions",,8d601ec0c6d2507f8decff10b984aa0aab31ccbec5c5586108492fa3cade9420,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/092_public_payment_receipt.sql,Full SQL source review; not applied,"Migration 092: public payment receipt; Up/Down, policies and later definitions",,34769aec5b87a06858e5e94961045cc69d2febd28b5f5121298f317686050a71,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/093_admin_notification_connectors.sql,Full SQL source review; not applied,"Migration 093: admin notification connectors; Up/Down, policies and later definitions",,64ddd379edf15b3f26fde2dd3f055f95d0e40e510457ef9333edeff6e46805ff,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/094_admin_runtime_connections.sql,Full SQL source review; not applied,"Migration 094: admin runtime connections; Up/Down, policies and later definitions",,25a0ec901115d9647778eb1859fe5b1b5f788e808e8b492a868203516db7816e,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/095_delivery_issue_blocks_deemed_acceptance.sql,Full SQL source review; not applied,"Migration 095: delivery issue blocks deemed acceptance; Up/Down, policies and later definitions",,7a05b22652b7f5be545290b7e158054b3bc293d8b155bf72f4ecc07a96989229,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/096_close_legacy_tenant_bypasses.sql,Full SQL source review; not applied,"Migration 096: close legacy tenant bypasses; Up/Down, policies and later definitions",,a6052da41b070048c8506b985ff6fc16af5676eddc8f0a9b8e6c8ea41c214fb7,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/097_collection_notice_versions.sql,Full SQL source review; not applied,"Migration 097: collection notice versions; Up/Down, policies and later definitions",,a0e659625377005d3273998ae5f8fed41d91aa40c37b8c6ce06ade389eade5e5,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/098_provider_webhook_claims.sql,Full SQL source review; not applied,"Migration 098: provider webhook claims; Up/Down, policies and later definitions",,0d0ad37d9e561fa5be1e0740f09e6ee2bd7b1dde6908bf033c9416400e96b601,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/099_notification_send_identity.sql,Full SQL source review; not applied,"Migration 099: notification send identity; Up/Down, policies and later definitions",,86686448206f0aacc64645814fb0967d85dd2ec83812831db9d9589c9af4d91a,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/100_preserve_agreement_bytes.sql,Full SQL source review; not applied,"Migration 100: preserve agreement bytes; Up/Down, policies and later definitions",,fe39e7589147e6e8b9256a6e8f536c39ae2fda8cea7ddc42814fa1ed6c15d9f5,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/101_owner_website_content.sql,Full SQL source review; not applied,"Migration 101: owner website content; Up/Down, policies and later definitions",,15b8cd6fd24150e69ce84a390b279a72cf4aa314f700e32e85d405189115bd96,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/102_relationship_consent_evidence.sql,Full SQL source review; not applied,"Migration 102: relationship consent evidence; Up/Down, policies and later definitions",,70525dd1c7acd18490a053f347dc0d893353c9a3d4dd86759a1ba4b35be0f0b0,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/103_solo_owner_privacy_completion.sql,Full SQL source review; not applied,"Migration 103: solo owner privacy completion; Up/Down, policies and later definitions",,c94c44cb7e94d973565465c51832e55cffa61e8bc54fb0a72fe075742ee9e181,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/104_versioned_legal_publications.sql,Full SQL source review; not applied,"Migration 104: versioned legal publications; Up/Down, policies and later definitions",,fc86be847fcb718bb336c9b72d7b1e3811a09571748c31f7042fcf8e2cf5b54b,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/105_buyer_supplier_directory.sql,Full SQL source review; not applied,"Migration 105: buyer supplier directory; Up/Down, policies and later definitions",,789f5482bb20f789487c5cac4a6fc9871ef1098d2dee5495c51fdd6221281d18,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/106_consent_relationship_scope.sql,Full SQL source review; not applied,"Migration 106: consent relationship scope; Up/Down, policies and later definitions",,b09abc3450a20d7236adc7c7968a7d96b7594a3c78bc7830327c3618f29c2a8e,inspected; no separate finding recorded,Not executed; static audit only
db/migrations/107_notification_intent_fingerprint.sql,Full SQL source review; not applied,"Migration 107: notification intent fingerprint; Up/Down, policies and later definitions",,f4f91105c6f7e74e4ec6f43696fe896c93ce9f7ca0238a24846513ef9182abbb,inspected; no separate finding recorded,Not executed; static audit only
